neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Central Region,Novena,1.32441,103.85377,2.0,131,2.772588722239781,0.0,0.0,1.0
East Region,Bedok,1.32384,103.92846,1.0,100,0.6931471805599453,1.0986122886681096,0.2776317365982795,0.21095890410958903
Central Region,Kallang,1.30193,103.86214,2.0,136,3.4339872044851463,0.0,0.0,0.4931506849315069
Central Region,Downtown Core,1.27554,103.84541,2.0,151,3.4011973816621555,0.6931471805599453,0.41871033485818504,0.9123287671232877
Central Region,Bishan,1.34832,103.85584,2.0,290,3.091042453358316,1.0986122886681096,0.3920420877760237,0.9013698630136986
North-East Region,Hougang,1.36848,103.89754,1.0,56,1.0986122886681096,2.833213344056216,1.2499017362143359,0.3972602739726027
Central Region,Kallang,1.31086,103.86296,1.0,43,2.9444389791664403,0.0,0.0,0.9671232876712329
Central Region,Downtown Core,1.27572,103.84524,2.0,158,3.4339872044851463,0.0,0.0,0.29863013698630136
Central Region,Bishan,1.34791,103.85535,2.0,144,3.4339872044851463,0.0,0.0,0.8328767123287671
West Region,Jurong East,1.33575,103.74257,2.0,125,3.4339872044851463,0.0,0.0,0.7534246575342466
West Region,Jurong East,1.33604,103.74199,2.0,124,3.4339872044851463,0.0,0.0,0.9095890410958904
Central Region,Bukit Merah,1.27225,103.8331,2.0,137,3.1354942159291497,0.0,0.0,1.0
Central Region,Bukit Merah,1.27228,103.83413,2.0,131,2.1972245773362196,0.0,0.0,1.0
Central Region,Kallang,1.31026,103.86166,1.0,260,0.6931471805599453,0.0,0.0,0.4465753424657534
Central Region,Bukit Merah,1.27363,103.83299,2.0,137,2.772588722239781,0.0,0.0,1.0
Central Region,Bukit Merah,1.27234,103.83224,2.0,137,3.258096538021482,0.0,0.0,1.0
Central Region,Bukit Merah,1.27279,103.83454,2.0,137,3.1354942159291497,0.0,0.0,1.0
Central Region,Bukit Merah,1.27378,103.83247,2.0,150,3.367295829986474,0.0,0.0,1.0
West Region,Jurong West,1.34183,103.71965,2.0,165,3.4339872044851463,0.0,0.0,0.8082191780821918
Central Region,Geylang,1.31225,103.87821,1.0,50,0.6931471805599453,2.3978952727983707,0.9321640810304452,0.4301369863013699
Central Region,Kallang,1.31579,103.85417,2.0,131,3.367295829986474,0.0,0.0,0.9342465753424658
Central Region,Novena,1.32446,103.85044,2.0,175,1.3862943611198906,0.6931471805599453,0.2776317365982795,0.9452054794520548
Central Region,Newton,1.30625,103.84715,2.0,169,1.3862943611198906,0.0,0.0,0.663013698630137
Central Region,Novena,1.3283,103.84304,2.0,190,1.791759469228055,1.0986122886681096,0.3784364357202451,0.7178082191780822
Central Region,Orchard,1.29969,103.84039,2.0,290,2.0794415416798357,0.0,0.0,0.6931506849315069
Central Region,Geylang,1.3101,103.88103,2.0,150,1.0986122886681096,1.6094379124341003,0.6830968447064438,0.24383561643835616
Central Region,Geylang,1.31415,103.88324,2.0,129,0.6931471805599453,2.5649493574615367,1.1052568313867783,0.29315068493150687
Central Region,Geylang,1.3256,103.88595,1.0,40,2.70805020110221,0.0,0.0,0.0027397260273972603
Central Region,Kallang,1.32801,103.86564,2.0,200,1.791759469228055,0.0,0.0,0.8465753424657534
West Region,Clementi,1.31547,103.75631,2.0,136,3.4339872044851463,1.0986122886681096,0.4054651081081644,0.915068493150685
Central Region,Queenstown,1.30286,103.78424,2.0,158,3.4339872044851463,0.0,0.0,0.6904109589041096
West Region,Jurong East,1.33464,103.7415,2.0,142,3.4339872044851463,0.0,0.0,0.0
Central Region,Marine Parade,1.30714,103.89978,2.0,103,3.4339872044851463,0.6931471805599453,0.29266961396282,0.9095890410958904
Central Region,Kallang,1.31318,103.85647,2.0,240,2.3978952727983707,0.6931471805599453,0.2151113796169455,0.2602739726027397
Central Region,Bukit Merah,1.28592,103.83316,1.0,58,1.791759469228055,0.0,0.0,0.0
Central Region,Kallang,1.31151,103.8621,1.0,47,2.9444389791664403,0.6931471805599453,0.15700374880966475,0.9835616438356164
Central Region,Rochor,1.30219,103.84646,2.0,278,1.3862943611198906,0.0,0.0,0.6602739726027397
Central Region,Tanglin,1.29429,103.82871,2.0,150,1.791759469228055,0.0,0.0,1.0
Central Region,Kallang,1.30029,103.88536,2.0,128,2.0794415416798357,1.791759469228055,0.712949807856125,0.40821917808219177
Central Region,Bukit Merah,1.28415,103.8327,2.0,264,0.6931471805599453,2.0794415416798357,0.7654678421395714,0.8986301369863013
Central Region,Bukit Merah,1.28442,103.83375,2.0,108,1.0986122886681096,0.0,0.0,0.7589041095890411
Central Region,Bukit Merah,1.28398,103.83346,2.0,139,0.6931471805599453,0.0,0.0,0.8602739726027397
Central Region,Geylang,1.31823,103.88247,2.0,106,2.70805020110221,0.0,0.0,0.0
Central Region,Toa Payoh,1.33104,103.86802,2.0,115,3.4657359027997265,0.6931471805599453,0.22314355131420976,0.9123287671232877
Central Region,Toa Payoh,1.33161,103.86767,2.0,110,3.4339872044851463,0.6931471805599453,0.16551443847757338,0.5726027397260274
Central Region,Downtown Core,1.27549,103.84594,2.0,350,3.4339872044851463,0.0,0.0,0.7424657534246576
Central Region,Downtown Core,1.27441,103.84457,2.0,156,3.4339872044851463,0.0,0.0,0.8301369863013699
North-East Region,Hougang,1.36872,103.89837,1.0,33,1.0986122886681096,0.6931471805599453,0.29266961396282,0.904109589041096
Central Region,Geylang,1.31591,103.89846,2.0,96,2.70805020110221,0.0,0.0,1.0
Central Region,Geylang,1.31582,103.89736,2.0,96,2.772588722239781,0.0,0.0,1.0
Central Region,Rochor,1.30443,103.85188,0.0,19,0.6931471805599453,1.3862943611198906,0.43178241642553783,0.9945205479452055
Central Region,Rochor,1.30391,103.85327,1.0,156,0.6931471805599453,1.0986122886681096,0.27002713721306015,0.9945205479452055
Central Region,Kallang,1.32824,103.86578,2.0,194,1.3862943611198906,0.0,0.0,0.7232876712328767
Central Region,Museum,1.29457,103.8431,2.0,168,3.044522437723423,0.6931471805599453,0.3987761199573678,1.0
Central Region,Novena,1.32689,103.84429,2.0,168,2.3978952727983707,0.6931471805599453,0.1988508587451652,1.0
Central Region,Kallang,1.30265,103.86212,2.0,136,3.4339872044851463,0.0,0.0,0.7342465753424657
Central Region,Rochor,1.30193,103.86199,2.0,146,3.4339872044851463,1.0986122886681096,0.33647223662121295,0.715068493150685
Central Region,Downtown Core,1.27458,103.84651,2.0,149,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.0
Central Region,Outram,1.2803,103.84246,1.0,200,1.791759469228055,1.6094379124341003,1.007957920399979,0.9616438356164384
Central Region,Rochor,1.30538,103.8523,0.0,26,0.6931471805599453,0.0,0.0,0.9945205479452055
Central Region,Tanglin,1.30983,103.82704,2.0,269,1.9459101490553132,0.0,0.0,0.9972602739726028
Central Region,Rochor,1.30526,103.85161,0.0,19,0.6931471805599453,1.791759469228055,0.5766133643039938,0.9917808219178083
North-East Region,Hougang,1.37599,103.90427,1.0,78,1.3862943611198906,0.0,0.0,0.23835616438356164
Central Region,Bukit Merah,1.28375,103.83477,1.0,75,0.6931471805599453,1.0986122886681096,0.3576744442718159,0.0
West Region,Jurong East,1.33635,103.73911,1.0,49,0.6931471805599453,2.5649493574615367,1.252762968495368,0.31232876712328766
Central Region,Bukit Merah,1.2728,103.83425,2.0,131,3.1354942159291497,0.0,0.0,1.0
Central Region,Bukit Merah,1.27387,103.83262,2.0,133,3.295836866004329,0.0,0.0,1.0
Central Region,Bukit Merah,1.27262,103.83222,2.0,131,3.713572066704308,0.0,0.0,1.0
Central Region,Bukit Merah,1.27395,103.83248,2.0,150,2.9444389791664403,0.0,0.0,1.0
Central Region,Bukit Merah,1.27367,103.83367,2.0,137,3.2188758248682006,0.0,0.0,1.0
Central Region,Bukit Merah,1.27369,103.83393,2.0,140,3.044522437723423,0.0,0.0,1.0
Central Region,Bukit Merah,1.27414,103.83419,2.0,151,2.70805020110221,0.0,0.0,1.0
Central Region,Bukit Merah,1.27445,103.83427,2.0,135,3.367295829986474,0.0,0.0,1.0
Central Region,Outram,1.28179,103.84217,1.0,140,1.791759469228055,1.0986122886681096,0.3920420877760237,0.9726027397260274
Central Region,Queenstown,1.28045,103.78673,1.0,44,3.4339872044851463,0.6931471805599453,0.22314355131420976,0.821917808219178
Central Region,Outram,1.27963,103.84101,1.0,231,1.791759469228055,1.3862943611198906,0.6043159668533296,0.9726027397260274
Central Region,Kallang,1.30937,103.86092,1.0,42,2.9444389791664403,0.0,0.0,0.9835616438356164
Central Region,Rochor,1.30186,103.84834,1.0,69,0.6931471805599453,2.302585092994046,1.1184149159642893,0.24383561643835616
Central Region,Outram,1.27974,103.84091,1.0,200,1.791759469228055,1.9459101490553132,0.8960880245566356,0.9808219178082191
Central Region,Queenstown,1.30331,103.78429,2.0,158,3.4339872044851463,0.6931471805599453,0.3987761199573678,0.7808219178082192
Central Region,Downtown Core,1.27594,103.84512,2.0,144,2.0794415416798357,0.6931471805599453,0.14842000511827327,0.0
Central Region,Downtown Core,1.27478,103.84369,2.0,160,2.0794415416798357,0.0,0.0,0.0
Central Region,Novena,1.32799,103.85055,2.0,179,1.9459101490553132,0.0,0.0,0.0
Central Region,Kallang,1.31482,103.85405,2.0,131,2.70805020110221,1.3862943611198906,0.5423242908253616,1.0
Central Region,Bukit Merah,1.27237,103.83233,2.0,137,3.4339872044851463,0.0,0.0,1.0
Central Region,Queenstown,1.27976,103.78593,1.0,58,1.791759469228055,1.6094379124341003,0.49469624183610705,1.0
Central Region,Toa Payoh,1.3358,103.86754,2.0,100,1.3862943611198906,0.6931471805599453,0.22314355131420976,0.0
Central Region,Kallang,1.31193,103.87256,0.0,24,0.6931471805599453,2.3978952727983707,1.2029723039923526,0.9917808219178083
North Region,Woodlands,1.44218,103.80508,1.0,31,0.6931471805599453,1.0986122886681096,0.2851789422336624,0.0
Central Region,Marine Parade,1.30067,103.88778,1.0,81,0.6931471805599453,0.0,0.0,0.24383561643835616
West Region,Choa Chu Kang,1.37985,103.75013,0.0,56,0.6931471805599453,2.4849066497880004,1.095273387402595,0.4712328767123288
Central Region,Kallang,1.326,103.86156,1.0,69,1.0986122886681096,0.0,0.0,0.15342465753424658
Central Region,Downtown Core,1.27519,103.84357,2.0,149,3.4339872044851463,0.0,0.0,0.9616438356164384
Central Region,Downtown Core,1.27968,103.8483,2.0,151,3.4339872044851463,0.6931471805599453,0.6931471805599453,0.9534246575342465
Central Region,Novena,1.32443,103.85314,2.0,200,3.4339872044851463,0.0,0.0,1.0
Central Region,Kallang,1.32041,103.86472,2.0,287,2.70805020110221,0.6931471805599453,0.6626879730752367,1.0
Central Region,Orchard,1.30693,103.83324,2.0,369,1.9459101490553132,1.6094379124341003,0.9969486348916095,0.9863013698630138
West Region,Bukit Panjang,1.36705,103.77533,1.0,39,0.6931471805599453,1.3862943611198906,0.412109650826833,0.5287671232876713
Central Region,Geylang,1.31065,103.8853,2.0,228,1.0986122886681096,0.0,0.0,0.9397260273972603
Central Region,Geylang,1.3114,103.88569,2.0,190,1.0986122886681096,2.302585092994046,0.9932517730102834,0.2219178082191781
Central Region,Marine Parade,1.30262,103.90203,1.0,89,0.6931471805599453,0.0,0.0,0.2356164383561644
Central Region,Novena,1.31535,103.84375,2.0,239,0.6931471805599453,0.0,0.0,0.3178082191780822
Central Region,Orchard,1.304,103.83296,2.0,319,1.0986122886681096,2.1972245773362196,1.128171090909654,0.33424657534246577
Central Region,Kallang,1.30195,103.86211,2.0,106,3.4339872044851463,0.6931471805599453,0.2546422183735807,0.5780821917808219
Central Region,Rochor,1.30153,103.86135,2.0,210,3.4339872044851463,0.0,0.0,0.947945205479452
Central Region,Kallang,1.30323,103.86203,2.0,272,3.4339872044851463,0.0,0.0,0.8438356164383561
Central Region,Kallang,1.30312,103.86353,2.0,136,3.4339872044851463,0.0,0.0,0.7041095890410959
Central Region,Bukit Merah,1.28402,103.83072,2.0,101,0.6931471805599453,1.3862943611198906,0.49469624183610705,0.9013698630136986
Central Region,Novena,1.32175,103.85306,2.0,187,1.3862943611198906,0.0,0.0,0.1095890410958904
Central Region,Bukit Merah,1.28509,103.83386,2.0,219,0.6931471805599453,2.0794415416798357,0.8197798314933114,0.8027397260273973
Central Region,Downtown Core,1.27537,103.84564,2.0,151,2.3978952727983707,0.0,0.0,0.0
Central Region,Bukit Merah,1.28573,103.82936,2.0,154,0.6931471805599453,1.6094379124341003,0.49469624183610705,0.0
Central Region,Kallang,1.32773,103.86327,2.0,128,0.6931471805599453,1.3862943611198906,0.5766133643039938,0.0
Central Region,Bukit Merah,1.28376,103.82998,2.0,133,0.6931471805599453,1.0986122886681096,0.32208349916911333,0.7287671232876712
Central Region,Geylang,1.31264,103.88202,2.0,128,0.6931471805599453,0.6931471805599453,0.3987761199573678,0.810958904109589
Central Region,Novena,1.32626,103.84938,2.0,174,3.4339872044851463,0.0,0.0,0.9972602739726028
Central Region,Bukit Merah,1.28361,103.83377,1.0,57,3.367295829986474,0.6931471805599453,0.14842000511827327,0.7808219178082192
Central Region,Orchard,1.30118,103.83675,2.0,308,1.9459101490553132,1.3862943611198906,0.5247285289349821,0.904109589041096
Central Region,Downtown Core,1.27569,103.8454,2.0,144,3.4339872044851463,0.0,0.0,0.7315068493150685
Central Region,Rochor,1.30152,103.86181,2.0,272,3.4339872044851463,0.0,0.0,0.9013698630136986
Central Region,Bukit Merah,1.28258,103.83235,2.0,124,0.6931471805599453,1.6094379124341003,0.5187937934151676,0.8931506849315068
Central Region,Downtown Core,1.27316,103.84648,2.0,157,3.4339872044851463,0.0,0.0,0.7589041095890411
Central Region,Downtown Core,1.27355,103.84445,2.0,168,3.4339872044851463,0.6931471805599453,0.6312717768418579,0.5424657534246575
Central Region,Geylang,1.31552,103.89903,2.0,168,2.70805020110221,0.0,0.0,1.0
Central Region,Bishan,1.35262,103.83555,1.0,75,1.0986122886681096,2.0794415416798357,0.76080582903376,0.0
Central Region,Rochor,1.31094,103.85318,1.0,83,0.6931471805599453,0.0,0.0,0.6547945205479452
Central Region,River Valley,1.29732,103.83687,2.0,149,1.9459101490553132,2.0794415416798357,0.8415671856782186,0.715068493150685
Central Region,Novena,1.32312,103.85345,2.0,187,1.3862943611198906,0.0,0.0,0.3315068493150685
Central Region,Newton,1.31621,103.8343,1.0,140,1.6094379124341003,2.0794415416798357,0.9400072584914712,0.9260273972602739
West Region,Jurong East,1.33404,103.7436,2.0,144,3.4339872044851463,0.6931471805599453,0.2468600779315258,0.7917808219178082
West Region,Jurong East,1.33448,103.744,2.0,135,3.4339872044851463,0.0,0.0,0.9068493150684932
Central Region,Rochor,1.30002,103.84745,1.0,89,0.6931471805599453,1.3862943611198906,0.4574248470388754,0.2958904109589041
Central Region,Queenstown,1.30478,103.78412,2.0,158,2.0794415416798357,0.0,0.0,0.0
Central Region,Novena,1.32831,103.85107,2.0,157,3.4339872044851463,0.0,0.0,0.9178082191780822
Central Region,Toa Payoh,1.33102,103.86718,2.0,112,3.4011973816621555,1.0986122886681096,0.4054651081081644,0.5287671232876713
North-East Region,Hougang,1.37013,103.89555,1.0,69,0.6931471805599453,0.6931471805599453,0.14842000511827327,0.14794520547945206
Central Region,Tanglin,1.30925,103.82563,2.0,319,1.9459101490553132,1.791759469228055,0.708035793053696,0.9972602739726028
Central Region,Novena,1.3224,103.85066,2.0,190,3.4339872044851463,0.0,0.0,0.0
Central Region,Queenstown,1.28122,103.78758,1.0,137,1.0986122886681096,0.6931471805599453,0.5481214085096876,1.0
North-East Region,Hougang,1.3554,103.88965,1.0,50,1.3862943611198906,1.9459101490553132,1.0612565021243408,0.016438356164383564
Central Region,Kallang,1.32183,103.86562,1.0,94,2.0794415416798357,1.6094379124341003,0.5877866649021191,0.0
Central Region,Geylang,1.31213,103.8786,2.0,260,1.0986122886681096,2.5649493574615367,1.2237754316221157,0.5315068493150685
North-East Region,Ang Mo Kio,1.37275,103.85825,0.0,56,0.6931471805599453,0.6931471805599453,0.15700374880966475,0.9808219178082191
Central Region,Outram,1.27608,103.84363,2.0,156,3.4339872044851463,0.0,0.0,0.5205479452054794
Central Region,Rochor,1.2984,103.85173,2.0,300,2.0794415416798357,0.6931471805599453,0.1988508587451652,0.0
Central Region,Rochor,1.29885,103.85353,2.0,300,2.0794415416798357,0.0,0.0,0.0
Central Region,Outram,1.28788,103.84123,0.0,25,1.3862943611198906,1.0986122886681096,1.0986122886681096,0.14794520547945206
Central Region,Toa Payoh,1.33131,103.86908,2.0,125,3.4339872044851463,0.0,0.0,0.6575342465753424
Central Region,Rochor,1.30202,103.86126,2.0,136,3.4339872044851463,0.6931471805599453,0.18232155679395462,0.8547945205479452
Central Region,Toa Payoh,1.32962,103.86893,2.0,125,3.091042453358316,0.0,0.0,0.0
Central Region,Rochor,1.30279,103.8613,2.0,106,3.4339872044851463,0.0,0.0,0.0547945205479452
Central Region,Kallang,1.30291,103.86209,2.0,103,2.0794415416798357,0.0,0.0,0.0
West Region,Bukit Batok,1.37092,103.75362,1.0,81,2.0794415416798357,0.0,0.0,1.0
North Region,Sembawang,1.44577,103.82883,1.0,60,2.3978952727983707,2.302585092994046,1.0043016091968684,0.4410958904109589
Central Region,Kallang,1.30274,103.86315,2.0,106,3.4339872044851463,1.0986122886681096,0.3784364357202451,0.7232876712328767
Central Region,Kallang,1.30263,103.86207,2.0,136,3.4339872044851463,0.0,0.0,0.07123287671232877
Central Region,Kallang,1.30252,103.86198,2.0,106,3.4339872044851463,0.6931471805599453,0.6931471805599453,0.7479452054794521
Central Region,Rochor,1.30152,103.86155,2.0,136,3.4339872044851463,0.0,0.0,0.7534246575342466
Central Region,Rochor,1.30279,103.86149,2.0,106,3.4339872044851463,0.6931471805599453,0.2151113796169455,0.715068493150685
Central Region,Rochor,1.30167,103.862,2.0,136,3.4339872044851463,0.0,0.0,0.9013698630136986
Central Region,Kallang,1.30304,103.86352,2.0,106,3.4339872044851463,0.0,0.0,0.005479452054794521
Central Region,Kallang,1.30296,103.86315,2.0,136,3.4339872044851463,0.0,0.0,0.8246575342465754
Central Region,Downtown Core,1.27488,103.84559,2.0,151,3.4339872044851463,0.0,0.0,0.0
Central Region,Downtown Core,1.27457,103.84575,2.0,156,3.4339872044851463,0.0,0.0,0.410958904109589
Central Region,Downtown Core,1.27524,103.84585,2.0,189,3.4339872044851463,0.0,0.0,0.5178082191780822
Central Region,Bukit Merah,1.29159,103.81734,2.0,144,3.4339872044851463,0.0,0.0,0.8027397260273973
Central Region,Bukit Merah,1.28979,103.81731,2.0,135,3.4339872044851463,0.6931471805599453,0.3920420877760237,0.8712328767123287
West Region,Bukit Batok,1.34841,103.74633,2.0,200,2.5649493574615367,0.0,0.0,0.0
North Region,Sembawang,1.44011,103.82926,2.0,150,0.6931471805599453,0.0,0.0,0.0
Central Region,Outram,1.28342,103.84403,2.0,158,1.9459101490553132,0.0,0.0,1.0
North Region,Yishun,1.43886,103.83151,2.0,150,0.6931471805599453,0.0,0.0,0.9972602739726028
Central Region,Kallang,1.30798,103.86271,2.0,122,0.6931471805599453,1.3862943611198906,0.4700036292457356,0.8
Central Region,Outram,1.28683,103.84191,0.0,25,0.6931471805599453,1.6094379124341003,0.5877866649021191,0.9808219178082191
Central Region,Bukit Merah,1.28541,103.83315,1.0,57,2.9444389791664403,0.0,0.0,0.9342465753424658
Central Region,Bukit Merah,1.28182,103.8318,2.0,132,1.0986122886681096,1.0986122886681096,0.29266961396282,0.9260273972602739
North Region,Yishun,1.43877,103.83037,2.0,181,0.6931471805599453,0.0,0.0,0.9972602739726028
Central Region,Downtown Core,1.27339,103.84635,2.0,189,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.0
Central Region,Downtown Core,1.27337,103.84411,2.0,162,2.70805020110221,0.6931471805599453,0.6931471805599453,0.0
West Region,Clementi,1.31589,103.75839,2.0,136,3.4339872044851463,0.0,0.0,0.7397260273972602
East Region,Pasir Ris,1.3714,103.96389,2.0,119,2.639057329615259,0.0,0.0,0.0
Central Region,Bukit Merah,1.28445,103.82884,2.0,146,3.4339872044851463,0.0,0.0,0.0
Central Region,Queenstown,1.29666,103.8059,2.0,119,1.791759469228055,0.6931471805599453,0.6931471805599453,0.25753424657534246
Central Region,Bukit Merah,1.28415,103.83507,1.0,57,2.9444389791664403,0.0,0.0,0.9068493150684932
Central Region,Queenstown,1.27527,103.7918,2.0,169,1.791759469228055,2.3978952727983707,1.0043016091968684,0.06301369863013699
Central Region,Bukit Timah,1.32486,103.80905,1.0,50,1.0986122886681096,0.6931471805599453,0.1988508587451652,0.024657534246575342
Central Region,Tanglin,1.31105,103.82488,2.0,300,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.9808219178082191
Central Region,Kallang,1.3121,103.85781,1.0,51,2.9444389791664403,0.6931471805599453,0.6931471805599453,0.9863013698630138
Central Region,Kallang,1.31181,103.86044,1.0,49,2.9444389791664403,0.6931471805599453,0.2546422183735807,0.9835616438356164
Central Region,Kallang,1.30811,103.86423,1.0,99,4.499809670330265,0.6931471805599453,0.29266961396282,0.3863013698630137
Central Region,Bukit Merah,1.28405,103.83106,2.0,108,1.0986122886681096,0.0,0.0,0.9013698630136986
Central Region,Novena,1.3223,103.85164,2.0,265,1.0986122886681096,2.1972245773362196,0.9202827531436926,0.9178082191780822
Central Region,Toa Payoh,1.32969,103.86887,2.0,110,2.3978952727983707,0.0,0.0,0.0
Central Region,Toa Payoh,1.33137,103.86743,2.0,110,3.4339872044851463,0.0,0.0,0.9616438356164384
Central Region,Outram,1.2869,103.84066,0.0,31,1.3862943611198906,0.0,0.0,0.6410958904109589
Central Region,Outram,1.28395,103.83544,1.0,57,3.367295829986474,0.0,0.0,0.7808219178082192
West Region,Jurong East,1.33555,103.74417,2.0,140,2.0794415416798357,0.6931471805599453,0.6471032420585385,0.0
Central Region,Rochor,1.30175,103.86128,2.0,146,2.0794415416798357,1.0986122886681096,0.32208349916911333,0.0
Central Region,Bukit Merah,1.28518,103.83464,1.0,57,3.367295829986474,0.6931471805599453,0.15700374880966475,0.7808219178082192
Central Region,Downtown Core,1.29835,103.8557,2.0,107,1.791759469228055,1.791759469228055,0.6523251860396903,0.008219178082191782
Central Region,Kallang,1.32707,103.8645,1.0,100,0.6931471805599453,0.0,0.0,0.4904109589041096
Central Region,Kallang,1.32941,103.86388,2.0,289,2.0794415416798357,0.6931471805599453,0.4574248470388754,0.7205479452054795
Central Region,River Valley,1.29709,103.83904,1.0,144,1.0986122886681096,2.639057329615259,1.208960345836975,0.8575342465753425
Central Region,River Valley,1.29592,103.83928,2.0,135,1.0986122886681096,1.791759469228055,0.76080582903376,0.915068493150685
Central Region,Newton,1.30922,103.83066,2.0,250,2.70805020110221,0.6931471805599453,0.6931471805599453,0.15616438356164383
Central Region,Geylang,1.3133,103.88136,2.0,169,1.3862943611198906,0.6931471805599453,0.22314355131420976,0.8794520547945206
Central Region,Bukit Merah,1.28723,103.8206,1.0,81,1.0986122886681096,1.0986122886681096,0.3435897043900769,0.024657534246575342
Central Region,Downtown Core,1.27379,103.84615,2.0,194,3.4339872044851463,0.0,0.0,0.9972602739726028
Central Region,Kallang,1.30263,103.86272,2.0,125,2.0794415416798357,0.0,0.0,0.0
Central Region,Bukit Merah,1.28525,103.8343,1.0,57,3.367295829986474,0.6931471805599453,0.16551443847757338,0.7808219178082192
Central Region,Rochor,1.30085,103.84727,2.0,337,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.20821917808219179
Central Region,Museum,1.29437,103.84241,2.0,178,1.3862943611198906,1.0986122886681096,0.6418538861723948,0.663013698630137
Central Region,Novena,1.32586,103.84719,2.0,287,3.044522437723423,0.0,0.0,1.0
Central Region,Kallang,1.30953,103.862,1.0,50,2.9444389791664403,0.6931471805599453,0.6931471805599453,0.9835616438356164
Central Region,Kallang,1.31531,103.85501,2.0,260,1.0986122886681096,1.9459101490553132,0.8415671856782186,0.5698630136986301
Central Region,Geylang,1.31194,103.88718,2.0,299,1.0986122886681096,2.1972245773362196,1.0043016091968684,0.8301369863013699
Central Region,Outram,1.28153,103.84639,2.0,181,1.3862943611198906,2.0794415416798357,0.8372475245337022,0.09315068493150686
Central Region,Kallang,1.32939,103.86416,2.0,200,1.3862943611198906,0.0,0.0,0.9835616438356164
Central Region,Outram,1.28175,103.84536,2.0,185,1.3862943611198906,1.791759469228055,0.7178397931503169,0.16986301369863013
Central Region,Geylang,1.31168,103.87623,2.0,200,1.3862943611198906,1.6094379124341003,0.6205764877251099,0.8904109589041096
Central Region,Kallang,1.31593,103.85336,2.0,125,1.3862943611198906,1.0986122886681096,0.3784364357202451,1.0
Central Region,Tanglin,1.29339,103.82865,2.0,181,1.6094379124341003,0.6931471805599453,0.173953307123438,0.4931506849315069
Central Region,Kallang,1.30342,103.86172,2.0,106,1.791759469228055,0.6931471805599453,0.20701416938432615,0.0
Central Region,Geylang,1.3164,103.88451,2.0,165,2.70805020110221,0.6931471805599453,0.1906203596086497,0.0
Central Region,Queenstown,1.2905,103.77628,1.0,62,0.6931471805599453,1.3862943611198906,0.5306282510621704,0.0
Central Region,Geylang,1.31962,103.88196,2.0,135,2.3978952727983707,0.0,0.0,0.0
Central Region,Downtown Core,1.27547,103.84514,2.0,174,2.0794415416798357,0.0,0.0,0.0
Central Region,Toa Payoh,1.33025,103.86734,2.0,349,1.3862943611198906,2.4849066497880004,1.1378330018213911,0.21095890410958903
Central Region,Kallang,1.30864,103.86215,2.0,181,1.0986122886681096,1.6094379124341003,0.5653138090500605,0.0
Central Region,Novena,1.32714,103.84757,1.0,200,2.5649493574615367,0.0,0.0,0.473972602739726
Central Region,River Valley,1.29336,103.83824,2.0,131,1.6094379124341003,2.0794415416798357,0.8197798314933114,0.0
Central Region,Bukit Merah,1.28556,103.83334,1.0,57,2.9444389791664403,0.0,0.0,0.9342465753424658
Central Region,Bukit Merah,1.28449,103.83366,1.0,57,2.9444389791664403,0.6931471805599453,0.2151113796169455,0.9342465753424658
Central Region,Kallang,1.3154,103.85566,2.0,265,1.0986122886681096,2.0794415416798357,0.9122827104766162,0.8958904109589041
Central Region,Novena,1.32629,103.85036,2.0,308,3.367295829986474,0.6931471805599453,0.16551443847757338,0.7232876712328767
Central Region,Kallang,1.31567,103.85592,2.0,219,1.0986122886681096,1.791759469228055,0.8109302162163288,0.863013698630137
Central Region,Newton,1.30552,103.83492,1.0,125,1.0986122886681096,0.0,0.0,0.20821917808219179
Central Region,River Valley,1.29314,103.83703,1.0,100,3.4339872044851463,0.0,0.0,0.24657534246575344
Central Region,Marine Parade,1.29844,103.88645,1.0,64,2.70805020110221,0.0,0.0,0.452054794520548
Central Region,Bukit Merah,1.28092,103.80953,1.0,81,2.3978952727983707,0.0,0.0,0.0
Central Region,Bukit Merah,1.28203,103.82377,1.0,50,3.4339872044851463,0.6931471805599453,0.2151113796169455,0.3041095890410959
Central Region,Bukit Merah,1.29162,103.81924,1.0,62,1.0986122886681096,1.3862943611198906,0.4382549309311553,0.0
East Region,Bedok,1.32731,103.94546,1.0,169,3.4339872044851463,0.0,0.0,0.23287671232876714
Central Region,Kallang,1.30969,103.86038,1.0,50,2.9444389791664403,0.0,0.0,0.9835616438356164
Central Region,Geylang,1.31342,103.88516,1.0,76,0.6931471805599453,0.0,0.0,0.9917808219178083
Central Region,Queenstown,1.29038,103.80686,2.0,119,4.499809670330265,0.0,0.0,1.0
Central Region,Novena,1.3213,103.85171,2.0,196,2.0794415416798357,0.0,0.0,0.715068493150685
Central Region,Novena,1.32782,103.849,2.0,200,1.3862943611198906,0.0,0.0,0.6876712328767123
Central Region,Novena,1.32624,103.84876,2.0,199,1.3862943611198906,0.0,0.0,0.7041095890410959
Central Region,Queenstown,1.29099,103.80711,2.0,119,4.499809670330265,0.0,0.0,1.0
