neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Central Region,Singapore River,1.2883,103.84971,0.0,140,0.6931471805599453,0.0,0.0,0.08493150684931507
Central Region,Kallang,1.31419,103.85662,2.0,110,3.4339872044851463,2.9444389791664403,0.7793248768009976,0.12328767123287672
Central Region,Singapore River,1.28832,103.8497,2.0,160,2.0794415416798357,0.0,0.0,1.0
Central Region,Outram,1.28175,103.84597,2.0,135,2.0794415416798357,1.6094379124341003,0.30010459245033805,1.0
Central Region,Kallang,1.30871,103.86085,1.0,39,2.9444389791664403,0.6931471805599453,0.11332868530700317,0.9835616438356164
Central Region,Outram,1.28301,103.84679,2.0,181,1.3862943611198906,2.639057329615259,0.6259384308664953,0.1452054794520548
Central Region,Kallang,1.31137,103.86375,1.0,35,2.9444389791664403,0.6931471805599453,0.06765864847381481,0.9917808219178083
Central Region,Outram,1.28376,103.84527,2.0,181,1.3862943611198906,2.4849066497880004,0.5596157879354227,0.12328767123287672
Central Region,Downtown Core,1.28866,103.84992,0.0,281,0.6931471805599453,0.0,0.0,0.08493150684931507
Central Region,Singapore River,1.28651,103.84911,0.0,60,0.6931471805599453,0.0,0.0,1.0
West Region,Bukit Batok,1.35507,103.73999,1.0,50,1.791759469228055,0.6931471805599453,0.06765864847381481,0.9917808219178083
Central Region,Newton,1.30203,103.83936,2.0,210,1.0986122886681096,3.58351893845611,1.169381359556317,0.7972602739726028
Central Region,Outram,1.28134,103.84131,2.0,319,1.0986122886681096,3.6888794541139363,1.2669476034873244,0.8493150684931506
Central Region,Outram,1.28081,103.8454,0.0,32,0.6931471805599453,1.791759469228055,0.2851789422336624,0.0
Central Region,Novena,1.32491,103.8487,2.0,350,3.367295829986474,1.3862943611198906,0.18232155679395462,0.9917808219178083
North-East Region,Ang Mo Kio,1.37371,103.82744,1.0,69,2.0794415416798357,0.0,0.0,0.2356164383561644
North-East Region,Serangoon,1.3615,103.8615,1.0,75,0.6931471805599453,1.791759469228055,0.5364933705145685,0.09863013698630137
East Region,Bedok,1.31304,103.92399,1.0,50,1.791759469228055,2.3978952727983707,0.48858001481867097,0.1726027397260274
Central Region,Downtown Core,1.27377,103.84405,2.0,146,3.4339872044851463,1.0986122886681096,0.16551443847757338,0.8958904109589041
Central Region,Queenstown,1.28106,103.78588,1.0,69,0.6931471805599453,1.791759469228055,0.2851789422336624,0.8684931506849315
Central Region,Queenstown,1.27956,103.78594,1.0,87,1.3862943611198906,2.5649493574615367,0.5766133643039938,1.0
East Region,Bedok,1.31484,103.91863,1.0,56,1.3862943611198906,3.5263605246161616,1.128171090909654,0.3561643835616438
Central Region,Downtown Core,1.2969,103.85561,2.0,165,2.0794415416798357,0.0,0.0,0.8958904109589041
West Region,Jurong East,1.33503,103.74125,2.0,135,3.367295829986474,1.0986122886681096,0.13976194237515868,0.6712328767123288
Central Region,Novena,1.31815,103.84191,2.0,239,0.6931471805599453,3.4339872044851463,1.1085626195212777,0.3917808219178082
Central Region,Outram,1.28324,103.84644,2.0,300,1.3862943611198906,3.4339872044851463,1.11514159061932,0.09863013698630137
Central Region,Outram,1.28108,103.8426,1.0,15,0.6931471805599453,1.0986122886681096,0.15700374880966475,0.0
Central Region,Rochor,1.29838,103.85217,1.0,44,1.791759469228055,0.0,0.0,0.0
Central Region,Novena,1.32305,103.85272,2.0,299,1.3862943611198906,0.0,0.0,0.9972602739726028
Central Region,Kallang,1.31029,103.86155,1.0,36,3.367295829986474,0.0,0.0,0.9068493150684932
Central Region,Novena,1.32292,103.85292,1.0,142,1.3862943611198906,0.0,0.0,0.9972602739726028
Central Region,Kallang,1.30907,103.8605,1.0,37,2.9444389791664403,1.0986122886681096,0.7561219797213337,0.9342465753424658
West Region,Clementi,1.30488,103.76606,1.0,36,0.6931471805599453,0.0,0.0,0.0
Central Region,Rochor,1.31157,103.85423,2.0,260,0.6931471805599453,0.0,0.0,0.9506849315068493
Central Region,Geylang,1.31021,103.88267,1.0,60,0.6931471805599453,3.258096538021482,0.9631743177730056,0.9671232876712329
Central Region,River Valley,1.29466,103.8386,1.0,51,1.0986122886681096,2.1972245773362196,0.4252677354043441,0.0
Central Region,Geylang,1.31508,103.8882,2.0,301,1.3862943611198906,0.0,0.0,0.9972602739726028
Central Region,Bukit Merah,1.27599,103.83613,2.0,350,0.6931471805599453,1.3862943611198906,0.173953307123438,0.0
Central Region,Geylang,1.31848,103.88173,2.0,124,3.4339872044851463,2.0794415416798357,0.3784364357202451,0.8547945205479452
West Region,Jurong West,1.34631,103.72518,1.0,50,0.6931471805599453,0.6931471805599453,0.06765864847381481,0.989041095890411
Central Region,Singapore River,1.29188,103.83787,1.0,187,0.6931471805599453,2.0794415416798357,0.3784364357202451,0.9561643835616438
Central Region,Geylang,1.31174,103.88197,1.0,60,0.6931471805599453,2.4849066497880004,0.5364933705145685,0.9945205479452055
Central Region,Singapore River,1.29032,103.83726,1.0,187,0.6931471805599453,2.9444389791664403,0.8153648132841945,0.947945205479452
Central Region,Singapore River,1.29171,103.83807,1.0,274,0.6931471805599453,1.791759469228055,0.3435897043900769,0.9753424657534246
Central Region,River Valley,1.29168,103.83847,1.0,178,0.6931471805599453,3.1354942159291497,0.9707789171582247,0.9726027397260274
Central Region,Rochor,1.3033,103.84997,2.0,110,1.6094379124341003,3.1780538303479458,0.9082585601768908,0.04657534246575343
Central Region,Singapore River,1.29029,103.83688,1.0,256,0.6931471805599453,1.9459101490553132,0.35065687161316933,0.9726027397260274
Central Region,Kallang,1.314,103.85426,2.0,218,1.0986122886681096,1.9459101490553132,0.33647223662121295,0.3041095890410959
Central Region,Kallang,1.31557,103.85522,2.0,235,1.0986122886681096,1.0986122886681096,0.13976194237515868,0.0
Central Region,Kallang,1.31743,103.85195,2.0,300,3.044522437723423,0.6931471805599453,0.07696104113612832,0.715068493150685
Central Region,Outram,1.28384,103.84294,1.0,57,3.367295829986474,1.0986122886681096,0.14842000511827327,0.9123287671232877
Central Region,Downtown Core,1.27465,103.84723,2.0,179,3.4339872044851463,0.0,0.0,0.9945205479452055
Central Region,Downtown Core,1.27869,103.84986,2.0,181,3.4339872044851463,3.2188758248682006,0.9593502213346021,0.46301369863013697
Central Region,Downtown Core,1.29779,103.85723,2.0,368,2.0794415416798357,3.6375861597263857,1.2237754316221157,0.336986301369863
Central Region,Queenstown,1.28154,103.78746,1.0,65,0.6931471805599453,2.3978952727983707,0.5481214085096876,0.9698630136986301
Central Region,Tanglin,1.2931,103.82756,2.0,117,0.6931471805599453,3.295836866004329,0.9858167945227653,0.6438356164383562
Central Region,Kallang,1.31477,103.85751,2.0,100,3.4339872044851463,2.0794415416798357,0.3852624007906449,0.15616438356164383
Central Region,Kallang,1.31626,103.85636,2.0,110,3.4339872044851463,2.0794415416798357,0.3852624007906449,0.24383561643835616
Central Region,Downtown Core,1.27734,103.84902,2.0,300,1.6094379124341003,1.6094379124341003,0.4252677354043441,0.9616438356164384
Central Region,Geylang,1.31515,103.90303,1.0,49,2.0794415416798357,0.6931471805599453,0.058268908123975775,0.0
Central Region,Outram,1.28164,103.84527,2.0,301,1.3862943611198906,1.6094379124341003,0.2468600779315258,0.12602739726027398
Central Region,Tanglin,1.29467,103.83019,2.0,124,1.0986122886681096,3.5553480614894135,1.2267122912954256,0.8986301369863013
Central Region,Kallang,1.30936,103.86244,1.0,42,2.9444389791664403,0.6931471805599453,0.08617769624105233,0.9835616438356164
Central Region,Geylang,1.31249,103.9008,2.0,90,0.6931471805599453,0.6931471805599453,0.058268908123975775,0.0
Central Region,Downtown Core,1.28184,103.85289,2.0,100,4.110873864173311,0.0,0.0,1.0
Central Region,Downtown Core,1.27531,103.84409,2.0,165,3.091042453358316,1.9459101490553132,0.3852624007906449,0.0
Central Region,Downtown Core,1.27323,103.84648,2.0,151,3.4339872044851463,1.0986122886681096,0.14842000511827327,0.8246575342465754
Central Region,Queenstown,1.28179,103.78338,2.0,125,3.258096538021482,1.6094379124341003,0.44468582126144574,0.43561643835616437
Central Region,Geylang,1.31121,103.88193,1.0,50,1.0986122886681096,3.4657359027997265,1.1216775615991057,0.9452054794520548
East Region,Bedok,1.31904,103.91087,2.0,250,0.6931471805599453,0.6931471805599453,0.16551443847757338,0.9671232876712329
Central Region,Tanglin,1.29477,103.82821,2.0,132,1.0986122886681096,3.5553480614894135,1.2556160374777745,0.7178082191780822
Central Region,Downtown Core,1.27571,103.84531,2.0,140,2.0794415416798357,1.3862943611198906,0.20701416938432615,0.0
East Region,Bedok,1.31692,103.91223,1.0,87,1.3862943611198906,0.6931471805599453,0.06765864847381481,0.9397260273972603
East Region,Bedok,1.31877,103.91253,1.0,99,1.3862943611198906,1.6094379124341003,0.26236426446749106,0.9342465753424658
East Region,Bedok,1.31673,103.91399,1.0,99,1.3862943611198906,0.0,0.0,0.9397260273972603
East Region,Bedok,1.31869,103.91278,1.0,99,1.3862943611198906,0.0,0.0,0.9232876712328767
Central Region,River Valley,1.29437,103.84026,2.0,115,1.0986122886681096,3.367295829986474,1.0543120297715298,0.9260273972602739
Central Region,Outram,1.28294,103.84549,2.0,190,1.3862943611198906,2.772588722239781,0.7178397931503169,0.2136986301369863
Central Region,Kallang,1.31375,103.8544,2.0,218,1.791759469228055,1.3862943611198906,0.1906203596086497,0.4246575342465753
Central Region,Kallang,1.30935,103.85747,0.0,300,0.6931471805599453,0.0,0.0,0.7397260273972602
Central Region,Kallang,1.31044,103.86182,1.0,42,2.9444389791664403,1.0986122886681096,0.16551443847757338,0.9917808219178083
Central Region,Novena,1.31244,103.84226,2.0,156,1.6094379124341003,2.9444389791664403,0.7839015438284094,0.136986301369863
Central Region,Novena,1.32356,103.85039,2.0,281,3.4339872044851463,0.0,0.0,0.9917808219178083
Central Region,Geylang,1.31179,103.88323,1.0,60,0.6931471805599453,3.6375861597263857,1.2499017362143359,0.9835616438356164
Central Region,Newton,1.3035,103.84229,2.0,90,1.791759469228055,1.9459101490553132,0.3576744442718159,0.18904109589041096
East Region,Bedok,1.31788,103.9233,2.0,99,3.258096538021482,0.0,0.0,0.0
West Region,Jurong West,1.35387,103.71593,1.0,108,1.0986122886681096,1.6094379124341003,0.2546422183735807,0.9972602739726028
Central Region,Downtown Core,1.27996,103.85168,1.0,65,4.110873864173311,0.0,0.0,1.0
Central Region,Geylang,1.31225,103.88329,2.0,110,1.9459101490553132,1.0986122886681096,0.3987761199573678,0.2410958904109589
West Region,Clementi,1.31019,103.76278,2.0,306,1.3862943611198906,0.0,0.0,0.9698630136986301
Central Region,Geylang,1.31393,103.88521,2.0,110,1.9459101490553132,0.6931471805599453,0.3293037471426004,0.1178082191780822
Central Region,Geylang,1.31233,103.88485,1.0,115,1.9459101490553132,0.6931471805599453,0.15700374880966475,0.23835616438356164
Central Region,Geylang,1.31341,103.88452,2.0,131,3.4011973816621555,1.3862943611198906,0.1988508587451652,0.2273972602739726
Central Region,Geylang,1.31238,103.88368,2.0,131,3.4011973816621555,1.0986122886681096,0.1310282624064041,0.2410958904109589
Central Region,Queenstown,1.27704,103.78563,1.0,69,1.791759469228055,0.0,0.0,0.989041095890411
West Region,Bukit Batok,1.35302,103.76837,1.0,40,0.6931471805599453,2.302585092994046,0.4824261492442927,0.0
Central Region,Downtown Core,1.28199,103.85305,2.0,110,3.713572066704308,0.0,0.0,1.0
Central Region,Toa Payoh,1.33571,103.86951,2.0,219,1.791759469228055,0.0,0.0,0.0
North-East Region,Hougang,1.36215,103.89035,1.0,42,0.6931471805599453,2.995732273553991,0.8241754429663495,0.18356164383561643
Central Region,Queenstown,1.27948,103.78768,1.0,99,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0
North-East Region,Sengkang,1.38014,103.89863,1.0,49,1.3862943611198906,0.0,0.0,0.2410958904109589
Central Region,Queenstown,1.28016,103.7877,1.0,56,1.3862943611198906,1.6094379124341003,0.2546422183735807,1.0
Central Region,Kallang,1.31044,103.8584,1.0,86,1.0986122886681096,2.0794415416798357,0.3852624007906449,0.9561643835616438
Central Region,Newton,1.3059,103.83577,1.0,106,0.6931471805599453,0.0,0.0,0.0
North Region,Woodlands,1.44328,103.79239,1.0,90,1.0986122886681096,0.0,0.0,1.0
Central Region,Downtown Core,1.27674,103.85535,2.0,337,1.0986122886681096,0.0,0.0,0.0
North-East Region,Punggol,1.40436,103.90788,1.0,75,1.3862943611198906,2.4849066497880004,0.5653138090500605,0.0
Central Region,Outram,1.2762,103.84414,2.0,156,3.4339872044851463,0.6931471805599453,0.12221763272424921,0.936986301369863
Central Region,Kallang,1.32727,103.86251,1.0,40,3.4339872044851463,1.3862943611198906,0.20701416938432615,0.1452054794520548
Central Region,Kallang,1.32531,103.86452,1.0,60,0.6931471805599453,2.1972245773362196,0.44468582126144574,0.0
East Region,Bedok,1.31723,103.92069,1.0,28,1.0986122886681096,2.639057329615259,0.6626879730752367,0.0
Central Region,Outram,1.28191,103.84708,2.0,175,1.3862943611198906,3.4657359027997265,1.1378330018213911,0.09041095890410959
West Region,Choa Chu Kang,1.40197,103.75034,1.0,69,0.6931471805599453,0.0,0.0,0.0
Central Region,Queenstown,1.28146,103.78597,1.0,56,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.9260273972602739
Central Region,Queenstown,1.27944,103.78697,1.0,75,0.6931471805599453,1.6094379124341003,0.23901690047049992,0.9726027397260274
Central Region,Geylang,1.31181,103.88718,2.0,119,1.9459101490553132,0.0,0.0,0.0
Central Region,Toa Payoh,1.33416,103.84735,1.0,44,1.3862943611198906,1.6094379124341003,0.23901690047049992,0.0
Central Region,Kallang,1.31354,103.85265,2.0,225,1.6094379124341003,1.791759469228055,0.3074846997479606,0.4246575342465753
Central Region,Kallang,1.31115,103.87339,2.0,294,1.3862943611198906,0.0,0.0,0.9917808219178083
Central Region,Queenstown,1.29187,103.80718,2.0,285,1.3862943611198906,0.6931471805599453,0.5596157879354227,0.9972602739726028
Central Region,Downtown Core,1.27415,103.84634,2.0,250,1.791759469228055,1.0986122886681096,0.12221763272424921,0.0
Central Region,Tanglin,1.31566,103.82693,2.0,160,2.0794415416798357,1.3862943611198906,0.1906203596086497,1.0
Central Region,Kallang,1.3223,103.86384,2.0,268,4.394449154672439,0.6931471805599453,0.06765864847381481,0.9808219178082191
North-East Region,Punggol,1.40658,103.89575,1.0,25,0.6931471805599453,2.8903717578961645,0.8285518175661483,0.3698630136986301
Central Region,Rochor,1.31102,103.85338,2.0,150,1.3862943611198906,3.4657359027997265,1.1505720275988207,0.0
Central Region,Downtown Core,1.2805,103.8492,2.0,181,2.0794415416798357,1.3862943611198906,0.1988508587451652,0.9315068493150686
Central Region,Downtown Core,1.28035,103.85337,1.0,68,3.713572066704308,0.0,0.0,0.810958904109589
North-East Region,Hougang,1.35626,103.89191,1.0,46,3.1354942159291497,0.0,0.0,0.2273972602739726
Central Region,Novena,1.32589,103.84858,2.0,290,2.3978952727983707,1.3862943611198906,0.4054651081081644,1.0
Central Region,Novena,1.32908,103.84426,2.0,350,4.394449154672439,0.6931471805599453,0.06765864847381481,0.9808219178082191
West Region,Choa Chu Kang,1.3797,103.73912,1.0,44,1.3862943611198906,2.4849066497880004,0.6097655716208943,0.9643835616438357
Central Region,Geylang,1.31403,103.88852,2.0,78,2.3978952727983707,2.70805020110221,0.688134638736401,0.1506849315068493
Central Region,River Valley,1.29453,103.83703,0.0,81,1.0986122886681096,2.302585092994046,0.4824261492442927,0.22465753424657534
Central Region,Downtown Core,1.28473,103.8593,1.0,300,0.6931471805599453,2.302585092994046,0.4762341789963716,0.736986301369863
Central Region,Outram,1.28201,103.84483,2.0,150,1.3862943611198906,3.4965075614664802,1.1537315878891892,0.12328767123287672
Central Region,Novena,1.32539,103.84523,2.0,144,2.3978952727983707,0.0,0.0,1.0
Central Region,Outram,1.28327,103.84513,2.0,200,1.3862943611198906,2.302585092994046,0.5128236264286637,0.16986301369863013
Central Region,Outram,1.28336,103.845,2.0,175,1.3862943611198906,1.9459101490553132,0.3987761199573678,0.12876712328767123
Central Region,Kallang,1.31099,103.86014,2.0,181,1.3862943611198906,0.6931471805599453,0.6312717768418579,1.0
Central Region,Outram,1.28385,103.84536,2.0,110,2.1972245773362196,1.3862943611198906,0.20701416938432615,0.24383561643835616
North-East Region,Ang Mo Kio,1.39095,103.84676,2.0,181,3.2188758248682006,0.0,0.0,1.0
Central Region,Queenstown,1.30458,103.78435,2.0,344,1.3862943611198906,1.3862943611198906,0.32208349916911333,0.9972602739726028
Central Region,Rochor,1.30326,103.84673,2.0,178,1.3862943611198906,3.367295829986474,1.0715836162801904,0.12876712328767123
North Region,Sembawang,1.4478,103.81252,1.0,31,0.6931471805599453,0.0,0.0,0.0
Central Region,Queenstown,1.27999,103.78552,2.0,235,1.3862943611198906,0.0,0.0,0.9972602739726028
Central Region,Rochor,1.30876,103.85037,0.0,81,1.0986122886681096,0.6931471805599453,0.07696104113612832,0.9616438356164384
East Region,Bedok,1.3127,103.9512,2.0,181,0.6931471805599453,2.5649493574615367,0.7466879474879752,0.473972602739726
Central Region,Geylang,1.31439,103.88222,1.0,33,2.9444389791664403,1.0986122886681096,0.13976194237515868,0.9671232876712329
Central Region,Rochor,1.30928,103.85151,0.0,56,0.6931471805599453,0.0,0.0,0.0
Central Region,Rochor,1.30927,103.85162,0.0,81,0.6931471805599453,1.0986122886681096,0.1310282624064041,1.0
Central Region,Rochor,1.30773,103.85009,0.0,100,0.6931471805599453,0.6931471805599453,0.08617769624105233,1.0
Central Region,Rochor,1.30941,103.85203,0.0,37,0.6931471805599453,1.9459101490553132,0.412109650826833,0.9671232876712329
Central Region,Rochor,1.30956,103.85202,0.0,35,1.0986122886681096,1.0986122886681096,0.1310282624064041,0.873972602739726
Central Region,Novena,1.31519,103.84081,2.0,256,1.3862943611198906,0.6931471805599453,0.6471032420585385,0.9972602739726028
